Observed,3.853472222222222,1.442361111111111,1.5430555555555556,2.3881944444444443,1.8534722222222222,1.8930555555555557,2.3944444444444444,3.0625,4.3493055555555555,1.8736111111111111,1.8493055555555555,1.7479166666666668,2.870138888888889,2.591666666666667
Spheroidal,3.82429624395445,2.6824176679365337,,,2.6906957193277776,2.7513475101441145,2.9553386606276035,3.4127685748972,2.5024587376974523,2.746664091013372,3.0451535936445,4.150030655320734,4.077843034639955,3.2922558546997607
tt_1.0h,4.157203851733357,4.172403942793608,,,3.6490950416773558,3.8878301782533526,4.039513957686722,4.071034988388419,2.757840409874916,3.483280324842781,3.107064742129296,4.699138275813311,4.9748338353820145,4.720808198675513
tt_1.5h,4.14139897050336,3.993740826379508,,,3.482880518771708,3.6415117434225976,3.8380000120960176,4.025745093822479,2.7445886889472604,3.3574652802199125,3.096405583899468,4.5600906373001635,4.876862815115601,4.575540191493928
tt_2.0h,4.109676982276142,3.8444472635164857,,,3.3445668313652277,3.4462525192648172,3.6273806439712644,3.9742644457146525,2.7275184774771333,3.262763840612024,3.0842022015713155,4.447832277044654,4.808978029992431,4.4399126949720085
tt_2.5h,4.094407382886857,3.722900691907853,,,3.251819723751396,3.2871474088169634,3.4538604840636253,3.927434938028455,2.6991016920655966,3.2021997775882483,3.063687185291201,4.324634924996644,4.699305098969489,4.315915920305997
tt_3.0h,4.079603502526879,3.628308372106403,,,3.1452621053904295,3.1549176485277712,3.3677896936424077,3.9023131132125854,2.6871387814171612,3.1312780240550637,3.061619433108717,4.262210112530738,4.6284777987748384,4.2030042805708945
tt_3.5h,4.065313927363604,3.505174897611141,,,3.051053947303444,3.043067235033959,3.235493114683777,3.860910173971206,2.671610619407147,3.068131187930703,3.061615965794772,4.162531518843025,4.5784572176635265,4.100081441458315
tt_4.0h,4.035454215947539,3.445212244056165,,,2.966946208383888,2.9698915681801736,3.121649008244276,3.8221787670627236,2.6562269455753267,3.0111775202676654,3.061717155855149,4.095288250595331,4.516440458595753,4.006144850049168
tt_4.5h,4.022236519958824,3.3715062844567,,,2.9098825408145785,2.8833450507372618,3.0453460812568665,3.794485803693533,2.6454921499826014,2.959399970714003,3.04947849502787,4.011013013776392,4.455082201398909,3.940810067113489
tt_5.0h,4.009551959577948,3.300091480370611,,,2.8400850822217762,2.806758545804769,2.9553386606276035,3.7600081749260426,2.615455709863454,2.9249815149232745,3.0547083178535104,3.952861792873591,4.405051007401198,3.8608531625941396
tt_5.5h,3.993085840716958,3.241006799042225,,,2.7766087069176137,2.7382199596613646,2.8749646046198905,3.727576619014144,2.6055477261543274,2.8807813045568764,3.061121765524149,3.9130865107290447,4.356233285274357,3.7874159240163863
tt_6.0h,3.965467108413577,3.1857583480887115,,,2.718706381507218,2.6763462619856,2.818593693897128,3.694701934233308,2.5959877907298505,2.8401865917257965,3.0683927834033966,3.84517135983333,4.3260769746266305,3.7197719081304967
tt_6.5h,3.9596104603260756,3.1178137329407036,,,2.6802932610735297,2.62011345801875,2.7500843410380185,3.6652114088647068,2.5867951489053667,2.802832438610494,3.067592137493193,3.798637042287737,4.270631397608668,3.657282509841025
tt_7.0h,3.9490189235657454,3.085967030376196,,,2.6404396649450064,2.5687482026405632,2.6874777898192406,3.637343619018793,2.5586725869216025,2.768383296672255,3.0584057960659266,3.7512551420368254,4.246224362403154,3.5994891528971493
tt_7.5h,3.9228569655679166,3.0451904088258743,,,2.5942808240652084,2.5216246736235917,2.6451509185135365,3.6181194107048213,2.550203592982143,2.746664091013372,3.0642661158926785,3.694562417920679,4.2144255405291915,3.545913251116872
tt_8.0h,3.913311704993248,3.0183095801621675,,,2.551755012013018,2.4910840848460793,2.591176150366664,3.592978606931865,2.5383254466578364,2.716765261720866,3.0683912322856486,3.6525591230019927,4.177939925342798,3.4961783564649522
tt_8.5h,3.904253820888698,2.968609254807234,,,2.508462706115097,2.450367084238678,2.5648272475227714,3.569195547606796,2.5277223181910813,2.689059764146805,3.072668560780585,3.6169477999210358,4.136895474977791,3.4410889889113605
tt_9.0h,3.8956691925413907,2.930201590526849,,,2.47167277475819,2.412703989073634,2.5170475523918867,3.557649987284094,2.5203476469032466,2.663361960090697,3.060341433621943,3.5704049300402403,4.120291768107563,3.4115016255527735
tt_9.5h,3.8714294652454555,2.9009764813818038,,,2.4376450763083994,2.377799419220537,2.472620993386954,3.53591922018677,2.497156335506588,2.6395110157318413,3.063764485064894,3.548052153084427,4.104907104745507,3.3713786765001714
tt_10.0h,3.8637298974208534,2.8688733745366335,,,2.406136997975409,2.3453880813904107,2.443367496598512,3.5153432730585337,2.4878752594813704,2.609600775875151,3.065867577213794,3.5185291692614555,4.084068625234067,3.333935709670186
tt_10.5h,3.8564440892077982,2.844174646306783,,,2.3871042118407786,2.3152642943896353,2.4042019974440336,3.501910036429763,2.481472499668598,2.5887480480596423,3.068844061344862,3.4788929517380893,4.058875275310129,3.298978680744767
tt_11.0h,3.846791010349989,2.8282511574216187,,,2.3595993262715638,2.2818592698313296,2.367635868024081,3.4832980041392148,2.475390527397394,2.5693751871585846,3.0555928153917193,3.4443442821502686,4.025521546602249,3.2662707660347223
tt_11.5h,3.82429624395445,2.795399062335491,,,2.334108534269035,2.2560385074466467,2.334838593378663,3.458803472109139,2.451216614805162,2.5513574169017375,3.0583655941300094,3.408546664286405,4.015132875647396,3.2356482530012727
tt_12.0h,3.818272714037448,2.7660426758229733,,,2.3104786281473935,2.2408963898196816,2.3019768777303398,3.4417752870358527,2.4425045354291797,2.534603521693498,3.060195383615792,3.3922569286078215,4.005585718434304,3.2069446169771254
tt_12.5h,3.8168375021778047,2.7479267376475036,,,2.2973266169428825,2.2180651309899986,2.271205115597695,3.425644289702177,2.437376286368817,2.5261434949934483,3.056893538683653,3.3598619550466537,3.9810504033230245,3.180052249226719
tt_13.0h,3.7953408053144813,2.7260835780762136,,,2.276708201505244,2.196704945061356,2.252106273546815,3.4157508490607142,2.4325120579451323,2.511461181566119,3.059853909537196,3.339487038552761,3.9733613575808704,3.1548330658115447
tt_13.5h,3.7903580353595316,2.7105740094557405,,,2.2612985391169786,2.176704964134842,2.224713195580989,3.4011535639874637,2.426040777936578,2.4978239675983787,3.046746023464948,3.31613624189049,3.9458675738424063,3.140421118121594
tt_14.0h,3.785803138744086,2.7009469950571656,,,2.2433206057175994,2.1580269909463823,2.204061365686357,3.387330661062151,2.405657767318189,2.4851754922419786,3.049155699554831,3.2980386042036116,3.9395082220435143,3.117925064638257
tt_14.5h,3.7816613307222724,2.6712831342592835,,,2.2343994081020355,2.140565397683531,2.1885527833364904,3.38186907581985,2.4016289515420794,2.473464269656688,3.0522545278072357,3.264881215058267,3.9200810212641954,3.0967872641049325
tt_15.0h,3.761815670877695,2.653803711757064,,,2.2187472046352923,2.1242537652142346,2.1654320107772946,3.36923536285758,2.396222358569503,2.4688108791597188,3.05537681421265,3.244636415038258,3.91507998900488,3.0769290924072266
tt_15.5h,3.758464166428894,2.642258242238313,,,2.204276948235929,2.109012780711055,2.143722405191511,3.357280037831515,2.389785513281822,2.458631760906428,3.0424161893315613,3.2295151851139963,3.910545085556805,3.0582658974453807
tt_16.0h,3.7538464940153062,2.6354003031738102,,,2.1909108152613044,2.085691686719656,2.1314947055652738,3.3507276885211468,2.3865831797011197,2.449235685635358,3.0451535936445,3.211096522398293,3.8870713119395077,3.0406875940971076
tt_16.5h,3.751344180200249,2.6205078652128577,,,2.1693005305714905,2.0722614657133818,2.112205740995705,3.3399342014454305,2.366101475432515,2.4406018760055304,3.0483670849353075,3.197731409687549,3.8834914951585233,3.024214146658778
tt_17.0h,3.7330920356325805,2.6113352309912443,,,2.1577403116971254,2.0597066641785204,2.089293216355145,3.329741809517145,2.3634446118958294,2.4326396882534027,3.0515857180580497,3.1769137256778777,3.8687236388213933,3.005824533291161
tt_17.5h,3.7312902291305363,2.5900691505521536,,,2.1471193344332278,2.0480698491446674,2.0719655486755073,3.3104160870425403,2.3609939594753087,2.4308640267699957,3.0386988553218544,3.169230460189283,3.8661841275170445,2.9828185602091253
