Angular_Width,35.0,30.0,43.0,60.0,30.0,38.0,72.0,69.0,36.0,55.0,60.0,50.0,31.0,47.0,27.0,32.0,58.0,35.0,40.0,40.0,25.0,63.0,39.0,45.0,27.0,37.0,40.0,41.0,38.0,43.0,50.0,58.0,45.0,45.0,37.0,35.0,26.0,29.0,22.0,19.0,17.0,30.0,41.0,50.0,27.0,11.0,35.0,31.0,45.0,61.0,35.0,30.0,41.0,49.0,32.0,58.0,39.0,45.0,43.0,45.0,45.0,19.0,29.0,45.0
Velocity,920.0,950.0,830.0,1950.0,650.0,1150.0,930.0,1020.0,301.0,815.0,2250.0,1364.0,535.0,650.0,570.0,825.0,675.0,440.0,600.0,610.0,790.0,851.0,676.0,1400.0,236.0,354.0,329.0,567.0,744.0,861.0,780.0,850.0,483.0,350.0,243.0,487.0,375.0,386.0,260.0,309.0,262.0,232.0,1383.0,680.0,717.0,275.0,393.0,561.0,628.0,677.0,702.0,247.0,539.0,767.0,452.0,920.0,750.0,749.0,1204.0,635.0,729.0,786.0,467.0,782.0
Observed,3.5243055555555554,2.607638888888889,2.6770833333333335,2.6770833333333335,2.9652777777777777,3.736111111111111,2.5208333333333335,3.1847222222222222,4.357638888888889,3.4722222222222223,1.9201388888888888,2.267361111111111,3.9118055555555555,3.3645833333333335,3.4618055555555554,4.878472222222222,3.1979166666666665,4.941666666666666,3.3513888888888888,3.698611111111111,2.6118055555555557,2.854861111111111,3.6,2.0833333333333335,5.049305555555556,4.670138888888889,4.436111111111111,2.9847222222222225,2.932638888888889,3.2854166666666664,2.4375,3.0118055555555556,3.928472222222222,4.215277777777778,3.5861111111111112,4.488194444444445,4.272916666666666,3.5041666666666664,4.544444444444444,3.7458333333333336,3.9611111111111112,4.714583333333334,3.1743055555555557,2.560416666666667,2.9625,5.4006944444444445,3.8916666666666666,3.592361111111111,3.5027777777777778,2.8291666666666666,3.6534722222222222,3.9104166666666664,3.2270833333333333,2.5236111111111112,4.061805555555556,1.8590277777777777,2.232638888888889,2.7631944444444443,2.160416666666667,3.0625,2.7541666666666664,2.2597222222222224,3.602777777777778,2.832638888888889
Spheroidal,2.9465061337687075,,,1.9351803297176957,3.3538925973698497,,2.619416220113635,2.707042448222637,4.268917906563729,2.8740832270123065,2.4068584688939154,2.6649141423404217,3.343455537687987,3.707190199755132,3.3119089561514556,3.123005327768624,2.7580310930497944,3.249748659785837,3.6980073507875204,2.8506673513911664,3.209718346595764,2.782546325586736,3.517279309220612,3.263998440466821,4.784909167792648,,3.7067604325711727,4.218158848118037,3.1077940929681063,3.2217934587970376,2.338626697193831,2.6008415282703936,3.2219080976210535,4.563123760279268,5.357982745859772,3.70725336112082,4.056571061722934,4.078231523279101,5.3495766362175345,4.804209595546126,4.22970298724249,3.918473419267684,3.022039124276489,2.4337601740844548,3.2943173977546394,,3.538044450804591,3.1606930033303797,3.2112632119096816,2.70188649604097,3.2893434800207615,5.468155034817755,2.8373225103132427,2.333140500821173,3.82429624395445,2.6824176679365337,,,2.6906957193277776,3.4127685748972,2.9380663842894137,4.150030655320734,4.077843034639955,3.2922558546997607
tt_1.0h,3.768595882691443,,,2.7770668086595833,3.617278078570962,,4.355389383621514,5.025877584237605,3.880476107355207,4.036677359603345,3.46364960167557,3.6167487865313888,3.8537413850426674,4.795069263782352,3.5513773332349956,3.7446395764127374,3.547977661713958,3.3992763152346015,5.268500880803913,3.22988323867321,3.510947640519589,4.11317931720987,4.366606947500259,4.514775665011257,4.672148689161986,,2.9403409087099135,4.661400855984539,3.8027534894645214,4.198393780738115,3.1718343645334244,3.743441061116755,3.621914560906589,5.133801182731986,5.214455193374306,4.110231336206198,4.437109170015901,4.800991721916944,5.44501548120752,5.059742415789515,3.4272348945960402,3.6816341690719128,4.288727124221623,2.84342342056334,3.758567505516112,,3.430964930448681,3.6799607197754085,4.7581687471829355,3.7393642542883754,4.0884008393622935,5.158792482689023,3.1994766551069915,2.929965074174106,4.157203851733357,4.172403942793608,,,3.6490950416773558,4.071034988388419,3.801825118251145,4.699138275813311,4.9748338353820145,4.720808198675513
tt_1.5h,3.595701565500349,,,2.651123955845833,3.5851957704871893,,4.183398695662618,4.833851972129196,3.9016171651892364,3.902950845658779,3.3000708245672286,3.477335583884269,3.8004253446124494,4.7301296927034855,3.5311095253564417,3.639980726875365,3.448094215244055,3.380041698925197,5.03715558629483,3.1602601069025695,3.469981105532497,4.009257127996534,4.274384238291532,4.293989951722324,4.691583710256964,,2.9755433909595013,4.631778640206903,3.7284451532177627,4.063128873240203,3.0404222030192614,3.6280557541176677,3.5920267160981894,5.092710742726922,5.237949027214199,4.068050858099014,4.3914974154904485,4.710261006373912,5.443426416721195,5.037858759984374,3.505652984138578,3.702680150512606,4.055501964874566,2.801061850041151,3.684645658824593,,3.440885581076145,3.6157978191040456,4.515119783580303,3.5998719511553645,3.9919082690030336,5.169362888671458,3.1561776092275977,2.8430356779135764,4.14139897050336,3.993740826379508,,,3.482880518771708,4.025745093822479,3.7065606019459665,4.5600906373001635,4.876862815115601,4.575540191493928
tt_2.0h,3.4744237726554275,,,2.5241610766388476,3.5619345013983548,,4.043730936478823,4.695472422521561,3.921846498735249,3.8178740739822388,3.1547461403533816,3.3607114483602345,3.7374033727683127,4.651902317535132,3.5119804115965962,3.5377369057387114,3.369722376577556,3.362701443489641,4.857094057369977,3.116959382314235,3.4308790671639144,3.898388206027448,4.1939827860333025,4.11234235111624,4.694125148933381,,3.014941982924938,4.618544045370072,3.6634176070801914,3.9441643548198044,2.937116533983499,3.5288459178991616,3.5620075408369303,5.052646483294666,5.265542572829872,4.045284449588507,4.362794433254749,4.622217550408095,5.437401010189205,5.007881414145231,3.5793639081530273,3.707714202348143,3.822194152045995,2.7664454858750105,3.6209818804636598,,3.4506994131952524,3.548395807854831,4.3309339000843465,3.4905482050962746,3.8847961868159473,5.180042619351298,3.1038318467326462,2.7571792416274548,4.109676982276142,3.8444472635164857,,,3.3445668313652277,3.9742644457146525,3.621508251875639,4.447832277044654,4.808978029992431,4.4399126949720085
tt_2.5h,3.3730588033795357,,,2.4217412155121565,3.547483346424997,,3.9251501094549894,4.533478810451925,3.938429282978177,3.723279215861112,2.995123775675893,3.258215680718422,3.6817034780979156,4.591945536900312,3.4932631799019873,3.4925446226261556,3.305084415245801,3.3472433309070766,4.7095359726808965,3.0854198248125613,3.3833506903611124,3.812627968378365,4.122253343928605,3.956122826319188,4.711745756678283,,3.0465193716809154,4.589550993870944,3.6023160638287663,3.8587297964841127,2.8527156547643244,3.4411247614771128,3.535959452856332,5.014453357551247,5.283979065716267,4.02081988286227,4.3242682898417115,4.5574568645097315,5.436820446047932,4.979977294337004,3.648180229589343,3.7289039506576955,3.6302981399931014,2.7264493224211037,3.5766500690951943,,3.460340071003884,3.4933471139520407,4.184095676988363,3.400775563903153,3.831181028392166,5.190797120332718,3.0606087031774223,2.691513321362436,4.094407382886857,3.722900691907853,,,3.251819723751396,3.927434938028455,3.5459369281306863,4.324634924996644,4.699305098969489,4.315915920305997
tt_3.0h,3.294432214461267,,,2.3555054143071175,3.51823153719306,,3.8449247744865716,4.385488871950656,3.9613905283622444,3.6410462530329823,2.913829440716654,3.1662248144857585,3.6468208651058376,4.535521218087524,3.4756276858970523,3.425746343564242,3.250038953498006,3.3335236264392734,4.585004162508994,3.059806937351823,3.340492371004075,3.7502606566995382,4.05742796137929,3.8184668947942555,4.725873349700123,,3.095315034966916,4.563729009591043,3.547900725156069,3.784409325569868,2.7821068726480007,3.362600661814213,3.512528667692095,4.978443894535303,5.305584639776498,3.9860254134982824,4.2896374124102294,4.479405750054866,5.4307326204143465,4.96829465450719,3.7117458092980087,3.7340655587613583,3.535666197538376,2.7076096697710454,3.5236191926524043,,3.469725717790425,3.4579390306025743,4.0630292957648635,3.3249545246362686,3.7464772551320493,5.201590034645051,3.04425304569304,2.6643312759697437,4.079603502526879,3.628308372106403,,,3.1452621053904295,3.9023131132125854,3.478714069817215,4.262210112530738,4.6284777987748384,4.2030042805708945
tt_3.5h,3.211353382561356,,,2.293602461460978,3.498493215534836,,3.7516727913171053,4.279809220228344,3.982828266452998,3.585247761104256,2.7905872971750796,3.101860213559121,3.6159528912976384,4.466810451820493,3.4426184478215873,3.3505424386821687,3.202174348756671,3.3213884765282273,4.477877034805715,3.037628820631653,3.2964491890743375,3.674421412870288,3.9983589723706245,3.6954375593923032,4.7250591749325395,,3.111821041442454,4.535890772938728,3.4816620890051126,3.7180360150523484,2.722052968572825,3.291828463319689,3.49523504357785,4.94472810998559,5.308118779212236,3.97935462417081,4.269260471686721,4.448173533659428,5.424686670303345,4.94404096994549,3.7702920269221067,3.75540554150939,3.385466072242707,2.675633834209293,3.4748027962632477,,3.4788104756735265,3.4234869643114507,3.960798294749111,3.2597410189919174,3.672201685141772,5.21239373087883,3.0117235188372433,2.6168547975830734,4.065313927363604,3.505174897611141,,,3.051053947303444,3.860910173971206,3.4187083397991955,4.162531518843025,4.5784572176635265,4.100081441458315
