Observed,650.0,490.0,450.0,520.0,550.0,480.0,450.0,380.0,500.0,430.0,440.0,370.0,460.0
Spheroidal,705.298238064422,,,532.5518289645918,512.0813996411638,543.1204122135983,663.0164552938279,594.309965655298,538.8455350785968,490.16758651196295,445.42831773701516,496.6042084947031,562.5207837584055
v_1.0h,448.77002409176924,,,439.265308994139,436.58864634116566,469.7155860555387,612.2996675694344,562.6115011365619,427.54710591652474,445.3036415976585,414.221104662736,469.8408067109477,424.05117966560385
v_1.5h,470.92849848474015,,,447.36858192859415,442.0418832246264,477.4374883482087,615.5721967353661,563.3830471788591,437.2582096476141,447.50683529494296,420.29091363076805,472.0611945659546,433.98112146984977
v_2.0h,492.1172325289231,,,456.4896719532662,449.62742240324195,487.0594103376971,619.3213657829987,565.035063743273,447.4300649405112,450.4981033159201,426.52836661929126,473.6512708234235,443.777458551525
v_2.5h,510.337612493553,,,464.1573711720391,458.4991108598636,496.99279174787745,622.9017371589018,566.6099031659182,455.466775430284,452.6471594792152,434.1539964939828,476.3464627906461,453.21511111420887
v_3.0h,522.4482215094756,,,473.73782913094755,467.9318374079046,503.2613964832663,625.0486368054544,568.3695950489148,465.4001928225911,454.7566001338,438.5093811231984,477.7954433931907,462.26337278937365
v_3.5h,542.4277605395272,,,483.2936245267888,477.5330149382343,513.6507354615254,628.3005255257738,570.5413567211857,475.06234264887024,456.82123983951385,445.53691534329454,479.1820603391222,470.9063528762812
v_4.0h,552.2425098839236,,,492.69925532811556,485.31580991114265,524.0210948593091,631.3668891930291,572.232808741739,484.3803605703637,459.52687382000005,449.4197545963561,480.9844002407329,479.1762201599246
v_4.5h,564.6804445696104,,,500.2994545130458,494.7747241054306,532.5907275616735,633.8688180261137,574.053467181814,493.370770977336,461.4647668211088,455.7453359749042,482.7672125649619,485.29325175510075
v_5.0h,577.237342892837,,,509.46681226415575,504.42788933610103,543.1204122135983,636.6251344426523,576.16982406768,500.0826102167096,463.3517551954411,460.3466016477485,484.3926017528052,492.93089236863574
v_5.5h,587.7841107847513,,,518.6243665511154,513.655781589681,554.2757087930721,639.2783738691973,578.038836657415,508.6066606215868,465.1937658830683,463.65296456708825,485.54103386826597,500.2586160821816
v_6.0h,594.9174765475835,,,527.4809800935672,523.3122659139615,560.1585342468071,640.9268423924702,579.9792443071119,516.911824669514,467.49860169938063,469.21029914063377,486.65852006120895,507.34554788330115
v_6.5h,607.8121456470745,,,534.4420191080296,532.5893157388356,570.711390669071,643.4009012638709,581.939442307829,524.9818030247706,469.6484546248465,473.37408466183575,488.55673623151614,514.1485653055553
v_7.0h,613.9889237160913,,,541.1786388815459,541.2452076548601,581.2114893972756,645.7121684286775,584.3777607038768,532.9102323665908,471.1516887707625,477.523892840969,489.5978974517,520.7329032960838
v_7.5h,622.1611200029762,,,549.8115168890604,550.7903946177278,590.0841771239618,647.5959948142577,586.2178613292596,538.8455350785968,472.5584128942364,481.4393680620861,490.96958031527964,527.1235485883105
v_8.0h,627.7143554731471,,,558.0660070428185,558.2390540191768,599.8170794656038,649.6762468675919,588.2194318347987,546.5218291746307,474.3392029377494,485.33386313725,491.9627279928769,533.347139239936
v_8.5h,638.2410006863755,,,564.4405940418419,567.2386443112482,606.6553977049298,651.6629193810364,591.0109728501121,554.0370801395967,475.60384445704705,489.1064086124025,493.59496652425963,540.5566505972266
v_9.0h,643.2247573197255,,,572.5212660348699,575.9500110168021,617.7477724473555,652.8832363820196,593.1390613191072,561.3284191825867,476.7803110932284,493.7430895543956,494.5160512251962,544.8899523045931
v_9.5h,649.9060329425604,,,580.1215505755272,585.1260968772189,627.9370385909887,654.6636554032968,595.5204498991775,568.32164065773,477.9036795537718,496.367281875455,495.41702450626354,550.5709329873497
v_10.0h,657.3085771031032,,,588.4033779326242,594.4466498740063,636.7452373112752,656.2867774882144,598.2665530966586,573.6076697117684,479.3481106098895,499.90175400921004,496.5788404676817,556.0359788571573
v_10.5h,663.4573264701928,,,594.4215387016523,601.281246205539,645.7788243842344,657.6006610048494,600.7943090852299,580.6189763109373,480.3673590189057,504.3444967732344,497.7131651811388,561.3841356868252
v_11.0h,667.6150431507435,,,602.8408888632853,611.2317391566285,655.3354873539554,658.975710039305,602.7830296123317,587.0379934386409,481.3436021540718,506.92262081706843,498.76710051986356,566.6252037477121
v_11.5h,676.0949783512176,,,609.989191374794,623.1022595315056,663.7663690827908,659.8397885742613,606.2923308911139,593.4860562794938,482.2778407096047,511.2034209668219,499.51480901738285,571.7327662840155
v_12.0h,679.9042662961415,,,616.5324744159612,629.4030959556685,670.4201104843421,661.0050265661517,608.2075389802977,600.0326503098817,483.4929157208404,513.7140693659103,500.23569115722603,576.764590307959
v_12.5h,685.2297090528393,,,623.2698561873015,638.5867943636899,681.1788967802305,662.0294748037054,610.9204480607905,604.5634579654552,484.703863627917,518.0198307171906,501.41500063864004,581.7564956934107
v_13.0h,691.292424030048,,,630.0133361600826,645.3330040308374,687.2737484118039,662.8467987738804,613.9071043276224,610.65068204278,485.50953560384295,521.2464550549889,502.07020737869266,586.6328629086324
v_13.5h,696.4348989738116,,,636.6400459361599,652.3171832995129,695.6654495636071,663.6441857544963,616.6876883574132,616.725899402443,486.2828513984139,524.5322793629147,502.9054636742895,589.9352876579844
v_14.0h,699.8375914358631,,,644.0127734315203,660.2181969844412,704.5480339825073,664.3215181109174,618.8171812131345,622.8301888613324,487.2835112226638,527.9738433143178,503.49863939730045,594.5666742082342
v_14.5h,704.468419726408,,,650.2976976154097,669.2225916930606,719.3564711902206,664.7582754996455,621.2689494012411,628.7612129462714,487.9793886661516,531.0790038153301,504.4483581320431,598.7824324172033
v_15.0h,710.0898662789707,,,655.6740403876743,679.9044065428725,729.5210801549256,665.2619594705243,625.2636882943832,632.6773081682926,488.6424566674842,534.2433934051598,504.95813307921793,603.45930025303
v_15.5h,714.5929137584237,,,662.6807170820528,691.8527832895406,737.6414042567665,665.6716191249394,628.0334859890606,638.5608006796352,489.29198313098306,537.6411568799017,505.44368181888956,607.3235139782173
v_16.0h,717.6328328349446,,,672.136957404546,690.3949714500885,744.8802388251436,666.0399337899477,630.3803590428729,642.8689654936437,490.16758651196295,540.508717297257,506.0548004993227,611.7662205879234
v_16.5h,722.470729660756,,,674.6468562251998,705.8580985608354,758.3846294839555,666.3080806802793,633.1260206615258,649.2024476702561,490.79273816321347,543.922566260983,506.47592941981276,615.6812758091479
v_17.0h,726.5557251689864,,,685.4362183114873,717.2792776335465,763.5355493427817,666.5145502904833,635.5600735422912,653.1666983524631,491.41430171999235,547.4149763558291,507.13459051974087,619.9228128289784
v_17.5h,729.4398529619567,,,690.6804118508502,714.5398848790289,769.8878111411194,666.7194190027275,638.0458358040133,657.1938489774818,492.0326103207624,549.7781498613381,507.4801923232248,622.5248245803699
v_18.0h,735.8961511580504,,,698.2595466940494,736.4250103250373,774.4765646072916,666.8485742137451,640.557473407625,663.2513218087341,492.8511996098379,553.5154458879703,507.7894349692486,626.8702377463756
v_18.5h,738.3502923856557,,,701.1779596104191,728.6856889014474,774.0022201514274,666.9423420724253,643.7361470188883,665.9533476780315,493.73554679570935,555.6137519665323,508.18198863310596,630.4160651758692
v_19.0h,741.8555790580618,,,712.8859625559354,754.8966400347421,804.039787675847,667.0926110584056,646.2391021400632,671.6776631248882,494.3112349841559,558.5856363406709,508.5635163192514,633.4009870131342
v_19.5h,746.9201090096358,,,717.0846078506769,746.9865140683718,795.2496283878081,667.1414722639739,650.1098794316359,676.92253598115,495.0316719297002,562.6692399878236,508.89676875991677,636.2511870883002
v_20.0h,750.31587971151,,,720.1472169281737,750.3807615805267,797.4278236340496,667.1745127573323,653.4275886518994,680.5639873588615,495.5066522939225,564.7800539205916,509.12260340052103,639.589886463746
v_20.5h,751.9065741899426,,,722.2704224822339,779.1994802518014,831.0421551125996,667.2676094536594,655.3752289981026,683.8929731761489,495.9317916228168,567.9076729481242,509.39704200031645,643.1429703239311
v_21.0h,757.8817330351931,,,738.039833344653,785.2465386163699,833.6615686964823,667.2840990699399,657.2915917207031,686.9469093621949,496.2795647103203,570.9387196557475,509.6639884027747,646.1266581951286
v_21.5h,759.1255029747699,,,742.5466910811676,774.519302299641,841.7880467145169,667.3883655490472,660.2283644070789,692.6740971905888,496.6876695072084,574.2791108207739,509.82096425233834,648.6866663660608
v_22.0h,762.151420744849,,,742.645402989157,798.5263936549914,829.6146839483008,667.3954366677884,662.6208874806766,698.1227835932286,496.91117656384387,577.025868837336,510.0233485925519,650.0848722669671
v_22.5h,764.7288617780409,,,749.6206868762239,819.8538872226075,849.5253854925766,667.3996694156075,665.5740396834564,699.9484307675305,497.0702202449363,579.0673788085496,510.15567739611356,652.479730519017
v_23.0h,768.5727652123303,,,750.2787180482734,826.5708731362108,849.120446646103,667.5079679751678,669.1912766123615,704.8855183583687,497.1518311138154,581.7356221077852,510.3750982612533,654.5389189546667
